HHNR;Wegnummer;Distanz_km;Emissionen;Verkehrsmittel
447391;1;4.521;1087.5298060106368;Auto
447414;3;3.88;21.650521839759996;Velo
447452;1;2.084;0.0;Zu Fuss
447458;1;8.76;793.44637671276;Auto
447465;1;2.0;0.0;Zu Fuss
447468;1;1.5;0.0;Zu Fuss
447477;1;6.332;0.0;Zu Fuss
447477;3;1.5;0.0;Zu Fuss
447498;1;0.197;0.0;Zu Fuss
447498;3;0.515;0.0;Zu Fuss
447502;3;2.02;0.0;Zu Fuss
447507;1;1.192;0.0;Zu Fuss
447507;2;0.139;0.0;Zu Fuss
447507;4;4.452;0.0;Zu Fuss
447507;6;0.054;0.0;Zu Fuss
447513;3;0.965;239.94986149554495;Auto
447516;1;28.901;6011.658230898309;Auto
447516;3;10.858;2258.558010833322;Auto
447521;3;1.0;0.0;Zu Fuss
447532;1;1.5;0.0;Zu Fuss
447543;1;2.0;0.0;Zu Fuss
447547;3;0.258;0.0;Zu Fuss
447564;1;9.205;1980.7797858091599;Auto
447564;2;2.5;0.0;Zu Fuss
447564;5;8.514;1832.0868111221278;Auto
447564;6;3.558;0.0;Zu Fuss
447564;7;0.3;0.0;Zu Fuss
447566;1;2.0;0.0;Zu Fuss
447568;2;0.429;0.0;Zu Fuss
447568;6;0.169;0.0;Zu Fuss
447575;1;2.514;0.0;Zu Fuss
447575;2;2.524;0.0;Zu Fuss
447588;3;6.266;1558.0578571306578;Auto
447594;1;0.639;0.0;Zu Fuss
447594;2;2.897;696.8754364107089;Auto
447594;6;2.0;0.0;Zu Fuss
447608;3;16.266;2926.804973586132;Auto
447612;3;2.502;622.1290709449258;Auto
447623;1;0.03;0.0;Zu Fuss
447623;3;3.626;0.0;Zu Fuss
447629;3;0.341;0.0;Zu Fuss
447638;1;1.881;467.7157403866529;Auto
447651;4;3.257;809.8618641357409;Auto
447655;1;5.011;1042.331386285299;Auto
447655;2;56.351;11721.495898735358;Auto
447655;4;2.508;0.0;Zu Fuss
447664;1;15.926;3312.745890636534;Auto
447664;3;13.678;0.0;Zu Fuss
447665;1;0.353;0.0;Zu Fuss
447676;1;4.187;1169.3427573273038;Auto
447676;3;0.477;0.0;Zu Fuss
447684;3;0.07;0.0;Zu Fuss
447684;6;2.276;539.8960987202279;Auto
447692;1;2.0;0.0;Zu Fuss
447692;2;0.874;0.0;Zu Fuss
447693;6;2.0;0.0;Zu Fuss
447698;3;1.0;5.5800314019999995;Velo
447713;4;0.745;0.0;Zu Fuss
447716;1;0.165;0.0;Zu Fuss
447722;3;0.374;0.0;Zu Fuss
447723;3;1.0;0.0;Zu Fuss
447735;2;17.759;1608.5404342513589;Auto
447765;1;2.8;0.0;Zu Fuss
447789;1;0.504;0.0;Zu Fuss
447789;2;12.39;69.13658907077999;Velo
447799;1;1.167;156.57567049782;Bus
447812;3;2.0;11.160062803999999;Velo
447818;3;4.498;0.0;Zu Fuss
447822;2;0.241;0.0;Zu Fuss
447824;1;0.92;0.0;Zu Fuss
447827;5;0.15;0.0;Zu Fuss
447832;1;0.5;0.0;Zu Fuss
447839;3;1.506;0.0;Zu Fuss
447849;1;9.79;2036.4047638661098;Auto
447852;1;2.381;592.0420934931528;Auto
447855;2;0.722;0.0;Zu Fuss
447856;1;5.174;0.0;Zu Fuss
447856;3;17.195;3576.708877903755;Auto
447867;1;3.051;634.634416195659;Auto
447868;3;0.74;0.0;Zu Fuss
447869;1;0.338;0.0;Zu Fuss
447881;1;1.0;0.0;Zu Fuss
447891;3;1.347;0.0;Zu Fuss
447892;4;14.021;158.799812576433;E-Bike_25
447892;6;0.783;0.0;Zu Fuss
447902;1;2.5;0.0;Zu Fuss
447902;4;1.949;419.39595899424796;Auto
447902;7;0.75;0.0;Zu Fuss
447909;5;3.34;0.0;Zu Fuss
447921;1;2.0;0.0;Zu Fuss
447923;3;1.458;362.5356456585539;Auto
447928;3;2.0;0.0;Zu Fuss
447934;5;0.72;93.13355134583999;Auto
447943;1;2.312;310.19961455952;Bus
447944;7;4.552;979.5230401959038;Auto
447958;3;1.303;323.99447619553894;Auto
447969;2;0.614;0.0;Zu Fuss
447974;1;9.117;1896.4149368914532;Auto
447976;2;4.373;0.0;Zu Fuss
447976;5;0.812;0.0;Zu Fuss
447976;8;0.498;0.0;Zu Fuss
447982;1;1.229;0.0;Zu Fuss
447996;1;0.292;0.0;Zu Fuss
447996;2;0.594;0.0;Zu Fuss
447996;4;24.792;4460.921486852784;Auto
447999;1;2.5;0.0;Zu Fuss
448004;3;4.856;1151.9048573749678;Auto
448007;1;0.241;0.0;Zu Fuss
448021;1;9.374;0.0;Zu Fuss
448025;1;0.125;0.0;Zu Fuss
448031;3;6.086;0.0;Zu Fuss
448035;4;2.676;485.36146474328405;Auto
448044;2;2.718;653.8168574954459;Auto
448044;6;0.2;0.0;Zu Fuss
448046;1;2.0;0.0;Zu Fuss
448055;1;1.389;0.0;Zu Fuss
448055;4;0.329;0.0;Zu Fuss
448059;1;1.5;0.0;Zu Fuss
448059;2;1.5;0.0;Zu Fuss
448065;2;0.541;0.0;Zu Fuss
448068;1;0.434;0.0;Zu Fuss
448077;3;1.513;0.0;Zu Fuss
448101;5;19.184;3990.438099081456;Auto
448103;1;0.5;0.0;Zu Fuss
448107;2;0.392;0.0;Zu Fuss
448107;3;0.724;0.0;Zu Fuss
448114;2;8.529;2023.187094017937;Auto
448117;5;21.934;4719.872224001968;Auto
448119;1;4.35;1081.6392720265496;Auto
448127;1;0.538;0.0;Zu Fuss
448127;4;0.704;0.0;Zu Fuss
448128;3;0.759;0.0;Zu Fuss
448138;1;82.191;12000.163208151056;Auto
448142;1;2.14;404.29729676086004;Auto
448142;3;2.524;476.844101413276;Auto
448143;1;1.0;0.0;Zu Fuss
448145;2;44.724;6843.503355829151;Auto
448149;1;3.448;0.0;Zu Fuss
448157;3;0.811;124.09626199752799;Auto
448157;5;5.591;855.5144276549679;Auto
448163;3;1.153;322.00912328597593;Auto
448167;1;9.884;0.0;Zu Fuss
448167;2;19.937;3050.687022743176;Auto
448201;1;1.477;0.0;Zu Fuss
448201;3;4.403;1229.6671030599757;Auto
448201;4;6.05;1689.6402392715997;Auto
448211;1;15.174;3156.323379663366;Auto
448211;2;12.01;2498.18398509009;Auto
448221;3;4.571;822.477900790742;Auto
448225;3;2.51;0.0;Zu Fuss
448228;1;2.0;0.0;Zu Fuss
448237;2;0.27;0.0;Zu Fuss
448244;1;2.946;633.935605539792;Auto
448256;1;1.801;340.252070778649;Auto
448256;3;1.801;340.252070778649;Auto
448258;4;3.419;615.194036929238;Auto
448269;1;0.2;0.0;Zu Fuss
448275;1;1.0;0.0;Zu Fuss
448275;2;0.229;0.0;Zu Fuss
448286;1;0.465;0.0;Zu Fuss
448296;2;2.0;0.0;Zu Fuss
448306;2;2.225;462.81926451502505;Auto
448309;3;0.671;3.7442010707419997;Velo
448315;3;0.507;0.0;Zu Fuss
448316;1;0.65;0.0;Zu Fuss
448316;2;6.525;1622.4589080398248;Auto
448327;3;22.506;4049.592569502612;Auto
448345;1;6.255;1345.9834394607599;Auto
448349;1;43.0;6278.145027442121;Auto
448358;2;2.5;0.0;Zu Fuss
448361;3;2.641;737.5768383332719;Auto
448379;1;1.316;0.0;Zu Fuss
448389;2;0.403;0.0;Zu Fuss
448392;4;0.272;0.0;Zu Fuss
448398;2;140.9;29308.419941648102;Auto
448404;1;20.816;4432.605285387632;Auto
448422;1;4.824;704.3202700553672;Auto
448428;1;5.009;647.924942626823;Auto
448428;3;0.05;0.0;Zu Fuss
448437;1;0.445;0.0;Zu Fuss
448439;2;3.831;796.881169598679;Auto
448463;1;1.586;0.0;Zu Fuss
448463;2;1.5;0.0;Zu Fuss
448467;1;1.5;0.0;Zu Fuss
448468;1;1.0;0.0;Zu Fuss
448468;2;1.0;0.0;Zu Fuss
448477;1;1.0;0.0;Zu Fuss
448481;1;1.664;0.0;Zu Fuss
448485;4;4.845;1031.705063782815;Auto
448487;1;77.892;16761.20576602358;Auto
448487;3;44.991;9681.397430020632;Auto
448495;4;1.5;0.0;Zu Fuss
448501;1;11.999;117.66468597631801;E-Bike_45
448501;3;46.935;261.89877385286997;Velo
448505;1;2.0;0.0;Zu Fuss
448512;1;2.5;0.0;Zu Fuss
448512;2;2.0;0.0;Zu Fuss
448515;3;0.668;0.0;Zu Fuss
448524;1;1.5;0.0;Zu Fuss
448527;1;2.0;0.0;Zu Fuss
448559;1;0.491;0.0;Zu Fuss
448559;3;0.605;150.43488725886496;Auto
448559;4;2.0;0.0;Zu Fuss
448561;1;6.17;971.40043383603;Zu Fuss, Auto
448571;3;0.3;0.0;Zu Fuss
448574;3;5.672;0.0;Zu Fuss
448578;1;1.0;0.0;Zu Fuss
448582;1;2.654;0.0;Zu Fuss
448587;3;0.429;0.0;Zu Fuss
448588;2;3.849;497.876443236303;Auto
448596;1;1.2;0.0;Zu Fuss
448596;2;1.193;6.656977462586;Velo
448596;4;1.0;0.0;Zu Fuss
448601;1;6.997;1739.8229853723608;Auto
448601;3;5.224;1298.9617372567118;Auto
448609;4;1.5;0.0;Zu Fuss
448609;5;0.241;0.0;Zu Fuss
448613;1;2.0;0.0;Zu Fuss
448613;2;1.5;0.0;Zu Fuss
448624;3;6.849;1232.367346864098;Auto
448633;1;2.0;0.0;Zu Fuss
448636;1;11.245;2339.0573615602048;Auto
448646;1;5.409;699.665804485623;Auto
448653;1;2.5;0.0;Zu Fuss
448655;2;1.082;0.0;Zu Fuss
448659;2;0.605;0.0;Zu Fuss
448662;1;4.235;1053.0442108120549;Auto
448663;1;2.445;439.93840897688995;Auto
448663;3;11.753;2114.763239552306;Auto
448663;5;23.614;4248.959341341628;Auto
448665;1;3.606;0.0;Zu Fuss
448668;2;0.367;78.149795337109;Auto
448683;3;6.302;0.0;Zu Fuss
448699;3;8.1;2262.1629649751994;Auto
448699;5;0.687;0.0;Zu Fuss
448718;1;3.633;861.793728756849;Auto
448718;5;2.818;0.0;Zu Fuss
448718;6;1.0;0.0;Zu Fuss
448723;3;13.38;3326.9732091299397;Auto
448726;1;1.733;19.627706668208997;E-Bike_25
448726;3;0.715;8.097986305694999;E-Bike_25
448751;1;47.061;6871.064724103574;Auto
448762;1;3.162;0.0;Zu Fuss
448768;1;1.431;0.0;Zu Fuss
448769;6;6.749;985.3767625629506;Auto
448783;1;4.482;0.0;Zu Fuss
448788;1;6.519;1620.9669918025468;Auto
448789;3;7.458;0.0;Zu Fuss
448789;8;6.91;1437.3398282241901;Auto
448799;1;0.447;0.0;Zu Fuss
448799;3;0.608;5.962174270656;E-Bike_45
448807;4;0.118;5.396309927197999;Fahrzeugähnliche Geräte
448807;6;1.255;297.701934927015;Auto
448808;1;2.682;0.0;Zu Fuss
448819;3;2.5;0.0;Zu Fuss
448822;1;2.5;0.0;Zu Fuss
448822;2;0.5;0.0;Zu Fuss
448822;3;0.1;0.0;Zu Fuss
448823;2;1.701;403.498797857253;Auto
448826;3;6.095;0.0;Zu Fuss
448827;1;5.434;728.7381593471979;Mofa
448834;3;4.831;1201.241223715003;Auto
448834;4;4.153;1032.6546889025888;Auto
448842;1;16.026;3801.570684573978;Auto
448842;4;3.2;759.0806308896;Auto
448873;6;5.592;1561.7302839680638;Auto
448884;3;1.0;0.0;Zu Fuss
448891;2;2.606;0.0;Zu Fuss
448899;3;4.0;0.0;Zu Fuss
448901;3;6.497;588.4727293952969;Auto
448901;4;5.562;503.784103570362;Auto
448901;6;2.5;0.0;Zu Fuss
448902;3;6.47;1608.7830091981098;Auto
448903;2;35.784;8897.78843912599;Auto
448903;4;1.662;413.26079772600593;Auto
448913;1;0.344;0.0;Zu Fuss
448913;3;3.68;20.53451555936;Velo
448913;4;0.432;0.0;Zu Fuss
448921;4;9.411;1258.013607622968;Auto
448921;9;5.769;771.169960936872;Auto
448926;1;2.2;0.0;Zu Fuss
448927;1;10.199;1489.0883984856325;Auto
448943;4;0.2;0.0;Zu Fuss
448943;5;0.4;0.0;Zu Fuss
448951;1;0.118;0.0;Zu Fuss
448951;3;0.118;0.0;Zu Fuss
448958;1;2.0;0.0;Zu Fuss
448962;3;2.354;0.0;Zu Fuss
448964;1;0.5;0.0;Zu Fuss
448965;1;5.596;0.0;Zu Fuss
448971;4;0.397;0.0;Zu Fuss
448975;1;5.0;0.0;Zu Fuss
448984;2;5.0;228.65720030499998;Fahrzeugähnliche Geräte
448988;3;1.102;0.0;Zu Fuss
448998;1;1.684;9.396772880968;Velo
449014;1;1.127;0.0;Zu Fuss
449037;3;6.494;1614.7506741472216;Auto
449037;5;0.83;0.0;Zu Fuss
449042;1;1.53;0.0;Zu Fuss
449044;3;0.238;0.0;Zu Fuss
449044;4;4.449;1242.5139544660078;Auto
449044;5;4.449;1242.5139544660078;Auto
449044;7;1.0;5.5800314019999995;Velo
449047;1;0.67;0.0;Zu Fuss
449048;1;15.272;3286.3084072653437;Auto
449049;1;24.616;5296.998936173632;Auto
449053;1;1.5;0.0;Zu Fuss
449053;2;0.1;0.0;Zu Fuss
449054;2;3.114;0.0;Zu Fuss
449054;4;0.71;0.0;Zu Fuss
449058;1;8.297;1968.153748278441;Auto
449058;2;8.964;2126.374617279492;Auto
449066;3;3.945;820.594156634505;Auto
449072;1;1.204;250.442424483636;Auto
449079;1;97.471;23446.719248321784;Auto
449092;2;16.0;2336.053963699394;Anderes
449092;3;57.963;14412.656810224116;Auto
449092;5;19.6;4873.5930417747995;Auto
449096;1;18.438;3317.6214252416758;Auto
449097;6;3.77;802.79217553379;Auto
449103;3;1.627;307.379299920523;Auto
449105;4;0.8109999999999999;0.0;Zu Fuss, Zu Fuss
449114;1;6.078;364.86452935638;Seilbahn
449114;3;1.0;0.0;Zu Fuss
449135;1;7.389;1078.8189211109263;Auto
449138;2;2.069;267.62960796464296;Auto
449148;3;2.366;0.0;Zu Fuss
449154;1;1.0;0.0;Zu Fuss
449158;5;3.187;17.783560078174;Velo
449162;1;0.025;0.0;Zu Fuss
449162;2;0.538;0.0;Zu Fuss
449164;1;10.521;0.0;Zu Fuss
449164;2;10.521;0.0;Zu Fuss
449165;1;0.163;0.0;Zu Fuss
449165;3;2.0;0.0;Zu Fuss
449165;4;0.163;0.0;Zu Fuss
449167;1;2.517;535.9755718351589;Auto
449169;2;1.972;0.0;Zu Fuss
449172;6;2.708;673.351528424804;Auto
449176;1;38.628;9604.956735595762;Auto
449179;3;7.266;0.0;Zu Fuss
449191;2;2.612;0.0;Zu Fuss
449197;3;2.462;0.0;Zu Fuss
449205;1;3.15;421.0756416972;Auto
449205;3;3.104;0.0;Zu Fuss
449208;1;17.089;2657.909693744303;Auto
449214;1;2.0;0.0;Zu Fuss
449221;3;2.752;15.356246418303998;Velo
449226;1;34.715;6246.4056718334305;Auto
449226;2;37.214;6696.0605119288275;Auto
449226;4;0.5;0.0;Zu Fuss
449226;5;0.5;0.0;Zu Fuss
449251;1;7.943;1652.212772154087;Auto
449251;2;5.318;1106.1900443554619;Auto
449258;1;1.914;454.02510235084196;Auto
449259;1;0.5;0.0;Zu Fuss
449271;1;8.813;1833.1803047959172;Auto
449276;1;0.5;0.0;Zu Fuss
449277;1;0.674;0.0;Zu Fuss
449277;3;1.574;0.0;Zu Fuss
449285;5;17.559;2686.8141361462317;Auto
449294;9;0.591;122.933117001519;Auto
449294;10;0.668;0.0;Zu Fuss
449296;1;2.0;0.0;Zu Fuss
449296;4;1.0;0.0;Zu Fuss
449301;1;6.0;0.0;Zu Fuss
449304;3;0.708;0.0;Zu Fuss
449314;2;4.5;0.0;Zu Fuss
449318;1;7.435;1546.544373783915;Auto
449318;3;0.319;0.0;Zu Fuss
449323;1;3.783;805.5604244149409;Auto
449323;3;19.646;4183.462886084042;Auto
449337;1;15.491;3333.433966536632;Auto
449348;1;0.462;0.0;Zu Fuss
449348;3;1.254;0.0;Zu Fuss
449348;4;0.791;0.0;Zu Fuss
449356;2;2.508;0.0;Zu Fuss
449356;5;2.0;0.0;Zu Fuss
449356;9;0.2;0.0;Zu Fuss
449357;1;5.344;0.0;Zu Fuss
449357;3;2.282;541.319374903146;Auto
449357;5;35.598;8444.297593252493;Auto
449357;7;4.181;991.7862867966929;Auto
449362;1;0.5;0.0;Zu Fuss
449362;2;5.0;228.65720030499998;Fahrzeugähnliche Geräte
449377;1;12.824;0.0;Zu Fuss
449378;1;1.5;8.370047103;Velo
449378;3;0.1;0.0;Zu Fuss
449378;5;8.067;1735.899025760184;Auto
449382;1;1.63;0.0;Zu Fuss
449395;1;6.144;0.0;Zu Fuss
449405;2;1.0;0.0;Zu Fuss
449405;5;1.0;45.731440060999994;Fahrzeugähnliche Geräte
449406;2;1.076;0.0;Zu Fuss
449406;5;0.971;0.0;Zu Fuss
449408;2;0.227;0.0;Zu Fuss
449415;1;1.936;481.3916392283679;Auto
449415;3;3.862;0.0;Zu Fuss
449416;1;2.546;0.0;Zu Fuss
449416;6;1.136;0.0;Zu Fuss
449417;1;1.511;195.45110567161697;Auto
449417;3;0.738;95.461890129486;Auto
449417;5;1.509;195.19240136232298;Auto
449418;1;1.094;6.104554353788;Velo
449421;1;2.0;0.0;Zu Fuss
449421;4;18.489;2699.456358427381;Auto
449426;1;2.0;0.0;Zu Fuss
449427;1;2.618;0.0;Zu Fuss
449443;1;1.0;0.0;Zu Fuss
449455;1;0.25;0.0;Zu Fuss
449458;1;0.5;0.0;Zu Fuss
449461;1;2.034;0.0;Zu Fuss
449461;2;2.034;0.0;Zu Fuss
449464;4;15.13;3589.0281079248903;Auto
449465;1;0.976;0.0;Zu Fuss
449466;1;1.23;0.0;Zu Fuss
449474;1;110.235;26517.108640916293;Auto
449488;4;0.228;30.477855970464002;Auto
449495;5;0.634;157.64581573904198;Auto
449502;1;2.398;0.0;Zu Fuss
449515;1;3.216;0.0;Zu Fuss
449534;1;109.479;27222.249623493022;Auto
449541;1;0.638;0.0;Zu Fuss
449545;2;5.22;1123.2667552334399;Auto
449545;5;3.0;0.0;Zu Fuss
449551;2;1.033;0.0;Zu Fuss
449555;1;2.0;0.0;Zu Fuss
449558;3;2.9;0.0;Zu Fuss
449564;1;4.036;0.0;Zu Fuss
449564;4;0.4;0.0;Zu Fuss
449574;1;3.18;600.77822602782;Auto
449582;1;29.786;8318.615564784111;Auto
449582;3;0.601;167.84690641359197;Auto
449612;5;0.684;0.0;Zu Fuss
449616;3;1.308;0.0;Zu Fuss
449619;4;45.173;6595.410356387046;Auto
449629;1;13.566;0.0;Zu Fuss
449631;1;55.871;12022.612429434392;Auto
449634;1;2.5;0.0;Zu Fuss
449634;2;16.389;3526.6702780691276;Auto
449637;1;1.0;0.0;Zu Fuss
449645;1;2.9;0.0;Zu Fuss
449659;1;10.535;1612.0272751466798;Auto
449659;3;26.045;3985.3109047171597;Auto
449663;1;0.211;0.0;Zu Fuss
449663;3;5.117;966.723956787533;Auto
449665;1;1.566;0.0;Zu Fuss
449669;4;0.619;172.87393522464797;Auto
449672;5;1.0;0.0;Zu Fuss
449673;5;12.722;1700.610893229136;Auto
449673;6;17.668;2361.766488097184;Auto
449673;7;1.013;135.412579377544;Auto
449673;8;0.909;121.51039946119201;Auto
449682;3;1.462;263.063375838124;Auto
449683;1;0.385;0.0;Zu Fuss
449694;1;82.96;23169.017231400314;Auto
449696;3;1.287;0.0;Zu Fuss
449697;5;0.407;101.20165142869098;Auto
449702;1;2.0;0.0;Zu Fuss
449704;1;0.5;0.0;Zu Fuss
449704;4;4.86;1208.45215219518;Auto
449704;6;1.74;432.6557088106199;Auto
449704;8;1.0;0.0;Zu Fuss
449714;3;7.156;1044.800135264554;Auto
449718;1;2.5;0.0;Zu Fuss
449722;1;13.392;2049.1949946620157;Auto
449725;1;0.427;19.527324906046996;Fahrzeugähnliche Geräte
449727;1;2.0;0.0;Zu Fuss
449727;2;1.163;0.0;Zu Fuss
449729;3;1.0;0.0;Zu Fuss
449746;1;0.508;0.0;Zu Fuss
449752;5;0.624;0.0;Zu Fuss
449754;1;8.085;2257.9737742993198;Auto
449759;1;1.0;0.0;Zu Fuss
449759;2;0.968;240.69581961418396;Auto
449761;3;2.5;0.0;Zu Fuss
449763;7;28.147;3203.541518544731;Auto
449773;3;0.617;0.0;Zu Fuss
449775;1;18.257;3928.636235689064;Auto
449777;1;2.352;0.0;Zu Fuss
449785;1;15.297;0.0;Zu Fuss
449787;1;1.362;0.0;Zu Fuss
449788;1;7.472;0.0;Zu Fuss
449797;3;98.041;24378.15996982873;Auto
449798;1;0.1;0.0;Zu Fuss
449798;4;0.3;0.0;Zu Fuss
449813;1;2.0;0.0;Zu Fuss
449844;1;4.818;0.0;Zu Fuss
449844;2;1.594;0.0;Zu Fuss
449848;2;0.122;0.0;Zu Fuss
449858;1;7.18;0.0;Zu Fuss
449858;2;38.468;6977.161743551813;Auto
449859;2;0.851;0.0;Zu Fuss
449859;5;2.0;0.0;Zu Fuss
449861;1;4.052;0.0;Zu Fuss
449873;3;2.0;0.0;Zu Fuss
449876;1;1.5;0.0;Zu Fuss
449882;1;1.454;0.0;Zu Fuss
449886;3;5.3;1317.8593429288997;Auto
449887;3;1.492;0.0;Zu Fuss
449896;5;0.921;5.139208921242;Velo
449913;3;2.0;0.0;Zu Fuss
449917;3;2.514;414.01505128043397;Auto
449922;1;2.0;0.0;Zu Fuss
449922;2;2.0;0.0;Zu Fuss
449923;3;11.673;2511.856864720296;Auto
449927;4;76.793;15973.60888984374;Auto
449927;7;15.315;3185.652600470835;Auto
449941;4;0.909;0.0;Zu Fuss
449943;4;0.15;0.0;Zu Fuss
449945;1;1.24;6.9192389384799995;Velo
449951;3;2.0;0.0;Zu Fuss
449951;4;0.026;0.0;Zu Fuss
449955;1;6.228;0.0;Zu Fuss
449955;3;4.812;0.0;Zu Fuss
449955;4;1.0;0.0;Zu Fuss
449958;1;0.131;0.0;Zu Fuss
449959;1;0.339;0.0;Zu Fuss
449959;3;0.237;0.0;Zu Fuss
449963;2;0.497;0.0;Zu Fuss
449975;4;2.0;0.0;Zu Fuss
449978;1;1.595;445.4506085352399;Auto
449987;3;4.188;0.0;Zu Fuss
449991;1;7.586;0.0;Zu Fuss
449991;2;7.586;0.0;Zu Fuss
449993;6;12.69;3010.22912687157;Auto
449993;7;9.107;2160.296032972371;Auto
449999;1;3.388;0.0;Zu Fuss
450001;5;0.263;0.0;Zu Fuss
450001;6;0.337;0.0;Zu Fuss
450003;3;1.358;256.558751869742;Auto
450019;1;26.616;4827.496541706744;Auto
450022;1;4.383;1224.0815154921358;Auto
450022;3;8.552;2388.3972440083835;Auto
450034;4;0.72;129.55241491344;Auto
450058;2;2.868;541.833947247732;Auto
450058;5;0.149;0.0;Zu Fuss
450068;3;2.0;0.0;Zu Fuss
450074;1;7.5;0.0;Zu Fuss
450076;1;2.922;0.0;Zu Fuss
450082;2;0.358;0.0;Zu Fuss
450087;6;3.5;0.0;Zu Fuss
450093;5;20.05;3787.92560750245;Auto
450104;3;1.765;9.84875542453;Velo
450108;1;5.594;0.0;Zu Fuss
450111;2;0.898;0.0;Zu Fuss
450111;3;0.926;0.0;Zu Fuss
450112;1;0.15;0.0;Zu Fuss
450113;1;4.938;0.0;Zu Fuss
450113;2;3.48;723.87013056732;Auto
450114;1;40.249;6158.755177729352;Auto
450122;2;2.877;16.053750343553997;Velo
450122;4;1.329;0.0;Zu Fuss
450127;2;0.252;0.0;Zu Fuss
450131;5;11.323;2685.959369863419;Auto
450134;2;1.262;0.0;Zu Fuss
450138;1;8.23;745.44105940023;Auto
450138;3;7.951;720.1703357583509;Auto
450149;3;8.046;0.0;Zu Fuss
450157;5;3.428;647.631370699172;Auto
450162;1;28.139;6674.928085188267;Auto
450162;2;0.6;0.0;Zu Fuss
450162;5;1.0;0.0;Zu Fuss
450172;1;2.5;0.0;Zu Fuss
450174;8;4.32;1024.7588517009601;Auto
450192;1;1.162;0.0;Zu Fuss
450203;1;0.9;0.0;Zu Fuss
450203;11;7.0;39.06021981399999;Velo
450203;18;1.0;0.0;Zu Fuss
450212;1;2.0;0.0;Zu Fuss
450213;1;0.394;0.0;Zu Fuss
450219;3;2.604;0.0;Zu Fuss
450229;1;40.095;284.57812998351;Zug
450235;2;4.072;979.5225326421839;Auto
450243;1;1.5;0.0;Zu Fuss
450243;2;0.234;0.0;Zu Fuss
450248;1;3.103;736.070999265759;Auto
450253;1;0.513;0.0;Zu Fuss
450253;3;3.233;672.491991989697;Auto
450256;1;2.5;0.0;Zu Fuss
450257;3;1.132;0.0;Zu Fuss
450265;1;7.916;1155.7626985402753;Auto
450265;2;4.829;705.0502869190233;Auto
450274;3;1.1;0.0;Zu Fuss
450278;1;0.404;0.0;Zu Fuss
450278;3;31.441;5657.3020517964815;Auto
450289;1;0.788;0.0;Zu Fuss, Zu Fuss
450289;2;2.0;0.0;Zu Fuss
450297;1;1.0;0.0;Zu Fuss
450305;5;0.494;0.0;Zu Fuss
450305;6;1.135;0.0;Zu Fuss
450305;8;5.185;1078.524892813665;Auto
450307;1;1.5;0.0;Zu Fuss
450309;2;28.364;5144.541325104076;Auto
450314;1;20.069;4318.551821988488;Auto
450332;1;1.407;0.0;Zu Fuss
450333;1;0.573;4.066922770434;Zug
450335;3;5.134;1433.8203286645278;Auto
450335;8;0.434;4.255894133988;E-Bike_45
450341;3;0.512;0.0;Zu Fuss
450346;1;30.29;7084.119987777192;Auto, Zu Fuss, Zu Fuss
450346;2;1.0;0.0;Zu Fuss
450352;1;5.826;0.0;Zu Fuss
450359;1;25.75;4633.2981722515;Auto
450359;3;1.338;240.751571047476;Auto
450361;1;3.0;0.0;Zu Fuss
450366;3;0.422;0.0;Zu Fuss
450377;3;2.037;0.0;Zu Fuss
450379;2;2.5;0.0;Zu Fuss
450383;4;23.501;4888.4114765697095;Auto
450397;1;2.0;0.0;Zu Fuss
450397;5;2.0;0.0;Zu Fuss
450397;6;1.5;0.0;Zu Fuss
450401;1;0.367;0.0;Zu Fuss
450401;5;0.148;0.0;Zu Fuss
450406;1;17.252;0.0;Zu Fuss
450417;1;0.852;0.0;Zu Fuss
450425;3;1.399;0.0;Zu Fuss
450447;1;6.714;980.2666445173583;Auto
450452;1;2.084;0.0;Zu Fuss
450469;6;0.2;0.0;Zu Fuss
450474;2;1.108;266.530197978276;Auto
450474;4;2.5;0.0;Zu Fuss
450475;1;107.8;19396.8754550956;Auto
450478;4;5.87;1108.98370653563;Auto
450485;6;16.134;2355.6184156453764;Auto
450489;1;0.03;0.0;Zu Fuss
450497;1;38.017;0.0;Zu Fuss
450504;4;0.417;0.0;Zu Fuss
450518;3;5.953;1412.127186151809;Auto
450538;2;0.274;0.0;Zu Fuss
450538;4;0.274;0.0;Zu Fuss
450538;5;1.683;418.48250455647894;Auto
450554;1;1.85;0.0;Zu Fuss
450569;1;1.66;0.0;Zu Fuss
450569;2;1.273;7.103379974745999;Velo
450571;1;1.489;0.0;Zu Fuss
450575;3;0.545;0.0;Zu Fuss
450586;3;0.16;0.0;Zu Fuss
450586;4;1.0;0.0;Zu Fuss
450611;1;0.917;5.116888795634;Velo
450611;2;3.182;0.0;Zu Fuss
450619;1;3.022;0.0;Zu Fuss
450621;1;0.988;0.0;Zu Fuss
450652;1;32.854;7069.694631501808;Auto
450652;2;3.0;0.0;Zu Fuss
450661;1;3.045;0.0;Zu Fuss
450667;4;0.15;0.0;Zu Fuss
450667;6;4.075;0.0;Zu Fuss
450676;4;0.623;0.0;Zu Fuss
450677;2;1.2;0.0;Zu Fuss
450679;1;6.04;1086.80081399608;Auto
450679;2;15.044;2706.925736052488;Auto
450679;4;14.508;2610.4811605058158;Auto
450685;1;35.753;4624.7275850941905;Auto
450685;4;4.299;23.988554997198;Velo
450686;1;8.0;0.0;Zu Fuss
450686;2;10.0;0.0;Zu Fuss
